FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (FRANÇAIS (FRANCE))]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_4tcdn1xw7otjl43c	Dans tout projet, une étude coût bénéfice doit être menée avec sérieux. En effet, même si les bénéfices attendus semblent être évidents au premier abord, il faut donner des chiffres plus précis sur les gains et les coûts, étudier les stratégies de réalisation, étudier les contre-bénéfices éventuels et surtout considérer que les bénéfices et contre-bénéfices ne sont pas toujours liés à l'aspect financiers. Ils doivent être reliés aux enjeux stratégiques de l'entreprise.	"Dans tout projet, une étude coût bénéfice doit être menée avec sérieux. 

En effet, même si les bénéfices attendus semblent être évidents au premier abord, il faut donner des chiffres plus précis sur les gains et les coûts, étudier les stratégies de réalisation, étudier les contre-bénéfices éventuels et surtout considérer que les bénéfices et contre-bénéfices ne sont pas toujours liés à l'aspect financiers. Ils doivent être reliés aux enjeux stratégiques de l'entreprise."	APPRENANT		
tm_6hugeluxlg0tfktv	Tout ceci est expliqué dans les cours de Management de Projet que vous suivrez en première et deuxième année.	Tout ceci est expliqué dans les cours de <b>Management de Projet</b> que vous suivrez en première et deuxième année.	APPRENANT		
tm_xvw2hvo8054mp24z		Mais permets moi d'insister. Je vais approfondir un peu ton idée.	Isabelle		
tm_v86f0hfe3pdzbb4e		OK Isabelle, je reconnais bien ta rigueur. On se revoit dans deux jours pour en rediscuter ?	Hubert		
tm_nj0q5y8oxpzpl2m7		Ça marche. Mercredi, à 10h après le briefing d'équipe ?	Isabelle		
tm_56g57kv2764gvqbk		OK ! Allez, je te libère. Bonne journée !	Hubert		
tm_21wqgd00wt4ntbza		Bonne journée !	Isabelle		
tm_cl1p6mj12o9tvp7y	Dans tout projet, une étude coût bénéfice doit être menée avec sérieux. En effet, même si les bénéfices attendus semblent être évidents au premier abord, il faut donner des chiffres plus précis sur les gains et les coûts, étudier les stratégies de réalisation, étudier les contre-bénéfices éventuels et surtout considérer que les bénéfices et contre-bénéfices ne sont pas toujours liés à l'aspect financiers. Ils doivent être reliés aux enjeux stratégiques de l'entreprise.	"Dans tout projet, une étude coût bénéfice doit être menée avec sérieux. 

En effet, même si les bénéfices attendus semblent être évidents au premier abord, il faut donner des chiffres plus précis sur les gains et les coûts, étudier les stratégies de réalisation, étudier les contre-bénéfices éventuels et surtout considérer que les bénéfices et contre-bénéfices ne sont pas toujours liés à l'aspect financiers. Ils doivent être reliés aux enjeux stratégiques de l'entreprise."	APPRENANT		
tm_5d2jgott7qo4nvjf		Bon, j'ai bien réfléchi à ton idée.	Isabelle		
tm_hb49xuxp2jmllz59		Et j'ai chiffré plus en détail les coûts et bénéfices.	Isabelle		
tm_bdxwdpi9oz3ce2d2		Dans les coûts, tu sembles avoir oublié l'aspect des batteries à recharger pour les drones.	Isabelle		
tm_i5khbj6vkl61300d		Ainsi que le temps qu'il faudra pour acheminer les 8 kilos de médicaments d'un côté à l'autre de la rivière. Si chaque drone peut porter deux kilos de médicaments, il faudra faire au moins deux aller-retours, soit une bonne vingtaine de minutes, le temps de charger et de décharger les médicaments.	Isabelle		
tm_m44kqc5ivyx1i1j3		Le gain de temps et le gain financier sont donc à diminuer légèrement.	Isabelle		
tm_8mn7jnhl813mfhiy		Effectivement, je n'avais pas pensé à tous ces aspects.	Hubert		
tm_0wp4l82kultm4ct2		Mais penses-tu que le projet reste intéressant ?	Hubert		
tm_j9zdghbl5w76sv00		Oui, mais les coûts de développement seront sans doute plus élevés, car nous souhaitons construire nos propres drones, pour pouvoir les réparer facilement, et le moins souvent possible.	Isabelle		
tm_os94gwg1zloi1ulm		Et il nous faudra sans doute un drone de spare. Il faudra aussi former le personnel de la tournée.	Isabelle		
tm_v9s9w6uazy90f9e1		Bref, je pense que le budget nécessaire est d'au moins 4000€, comme indiqué dans les documents que je t'ai imprimés.	Isabelle		
tm_5dom4v1gom162o7w		Et du coup, ne pas escompter de bénéfices financiers avant 3 ou 4 ans.	Isabelle		
tm_w3r4tvl9b4rzu64k		Le bénéfice financier ne doit pas être notre priorité.	Isabelle		
tm_vx19wlzbis9ppy09		En revanche, il y a un bénéfice dont on n'a pas encore parlé et qui m'intéresse car il est lié à nos valeurs et au bien-être de notre personnel.	Isabelle		
tm_b6ze0c3qq3omo6z0		Cette tournée est fatigante, et à chaque fois, tout le monde revient épuisé.	Isabelle		
tm_be90wkgvch92cmgl		Gagner deux heures de tape-cul en moins, ça c'est un gain évident !	Isabelle		
tm_ltrrj9n1ggrfp7av		Et puis, il y a aussi l'aspect écologique : consommer moins d'énergies fossiles est un de nos engagements.	Isabelle		
tm_x55ewcgg9frwtd6l		Ici, Isabelle a bien pris le temps d'étudier les bénéfices et contre-bénéfices liés aux axes stratégiques de l'association.	APPRENANT		
tm_a7dwlwn7m1iksffr		Je vois que tu as pensé à tous les aspects de ce projet. Vu les enjeux évoqués, je suis OK pour te débloquer ces 4000 €.	Hubert		
tm_ktgy3s250vnzwjme		Bon, ben on y va alors ! Allez, au boulot, tu as 6 mois pour finir ce projet, motivant, non ?	Hubert		
tm_7n0uuz3giqy28m05		Le projet peut-il commencer de cette façon là ? A-t-on maintenant suffisamment de données pour le lancer ?	APPRENANT		
tm_nxdbb9gss1cqojcd	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès."	APPRENANT		
tm_55fco564okz8eru7	Ces aspects là, vous les verrez aussi dans le cours de Management de Projet de première année.	Ces aspects là, vous les verrez aussi dans le cours de <b>Management de Projet</b> de première année.	APPRENANT		
tm_jdeyvdtc1jczpd7y		Hubert, permets-moi de freiner ton enthousiasme.	Isabelle		
tm_kray55a7gryuiyio		Avant de commencer, je te rappelle que j'ai un métier et que j'avais prévu une tournée du côté de Pani Wani.	Isabelle		
tm_4qd1eooy4wd5m7rq		Pas de problème, j'enverrai Magali à ta place. Ce projet est plus urgent.	Hubert		
tm_dy3lh5o9nty0epg1		D'accord, mais avant de commencer, je te propose de faire un cadrage plus précis du projet.	Isabelle		
tm_01i5cc9v5da0bixa		Ensuite, tu décideras si on y va ou non.	Isabelle		
tm_xvysfzrnjww3mwzf		D'ailleurs, si on y va, tu devra me nommer responsable de ce projet afin que tous ceux qui sont concernés comprennent mon intervention.	Isabelle		
tm_u2tjdvwu0ttn3g87		De plus, j'aimerais pouvoir impliquer dès maintenant notre ingénieur système, Marc Aurile pour qu'il m'accompagne dans le cadrage et la planification initiale.	Isabelle		
tm_enxxtudgz48fy73n		Oh, que d'exigences !	Hubert		
tm_tt75npzegug6oe39		Tu ne veux pas un bureau avec un distributeur de café aussi ?	Hubert		
tm_h0zvz2snesdz3v4l		J'y pense, mais Marc Aurile suffira.	Isabelle		
tm_wqjnpbnsjk2mvr8l		OK, OK, tout ce que tu voudra. Je lui dirai demain matin de venir t'aider.	Hubert		
tm_0hqrwnjzczzg7xmo		Il te faut combien de temps pour ce cadrage et la planification initiale ?	Hubert		
tm_1vsls6at6luvzkw2		Trois semaines.	Isabelle		
tm_bnz16x3ntowonzo7		Trois semaines ? Mais c'est beaucoup trop !	Hubert		
tm_c7eu8vse2e1ekwfg		La réaction d'Hubert semble justifiée : trois semaines pour produire du papier, est-ce vraiment nécessaire ?	APPRENANT		
tm_igybkphf79jvvciy	La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques.	"La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. 

Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. 

Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques."	APPRENANT		
tm_0dv8facxttk5468p		Oui, j'en ai vraiment besoin. Je n'y connais pas grand-chose en drones et Marc va devoir s'investir.	Isabelle		
tm_b70gjg8rplobpdzq		Et que va-t-on inclure réellement dans ce projet ? Doit-on y inclure la formation de deux ou trois pilotes ? Le drone devra-t-il porter tout type de médicaments ?	Isabelle		
tm_6lns5mmiv10jluep		Je dois aussi étudier les gros risques liés à ce projet. Qu'est ce qui pourrait nous empêcher de tenir les délais, de rester dans le budget que tu viens de m'allouer ? Qu'est ce qui pourrait impacter la qualité du service que l'on veut mettre en place ?	Isabelle		
tm_348tsqtyururqyg5	Là, Isabelle fait apparaître le triangle magique du chef de projet : coût, qualité, délai. Le chef de projet jongle continuellement avec ces trois variables. S'il change une de celles-ci, cela impacte de manière systématique l'une ou l'autre des deux variables restantes. Ainsi diminuer les délais peut se faire au dépend de la qualité de service ou du produit délivré. Cela peut aussi se faire en augmentant le budget pour avoir des effectifs plus importants sur le projet.	"Là, Isabelle fait apparaître le triangle magique du chef de projet :
* coût
* qualité
*délai

Le chef de projet jongle continuellement avec ces trois variables. S'il change une de celles-ci, cela impacte de manière systématique l'une ou l'autre des deux variables restantes. 
Ainsi diminuer les délais peut se faire au dépend de la qualité de service ou du produit délivré. Cela peut aussi se faire en augmentant le budget pour avoir des effectifs plus importants sur le projet."	APPRENANT		
tm_tkprvv6ce8tx0kcq		Je t'assure, tu penses que je perd du temps mais tu verras, à terme, je vais t'en faire gagner un max.	Isabelle		
tm_7xxwsq8itm9yd04b		Très bien, je te fais confiance.	Hubert		
tm_e5kzts11lnmdvrlr	La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques.	"La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. 

Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. 

Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques."	APPRENANT		
tm_a99thttyaweswz8e	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès."	APPRENANT		
tm_ntn313vkgcfgwzzy		Le projet peut-il commencer de cette façon là ? A-t-on maintenant suffisamment de données pour le lancer ?	APPRENANT		
tm_0s5iwqabgr0bfsew	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès. Ces aspects là, vous les verrez aussi dans le cours de Management de Projet de première année.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.

Ces aspects là, vous les verrez aussi dans le cours de <b>Management de Projet</b> de première année."	APPRENANT		
tm_accx1v43eg8e44im	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès. Ces aspects là, vous les verrez aussi dans le cours de Management de Projet de première année.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.

Ces aspects là, vous les verrez aussi dans le cours de <b>Management de Projet</b> de première année."	APPRENANT		
tm_1syz3og4grjf2x7w		Bonjour Marc, Hubert a dû te parler de notre projet de drone pour transporter des médicaments de Bamalowi à Ramatowa ?	Isabelle		
tm_ey24jrbkfsv7oge8		Oui, une idée très originale.	Marc		
tm_surarrnstpkhn88z		Cela ne m'étonne pas d'Hubert. Il est toujours en train de chercher des projets innovants pour améliorer nos tournées.	Marc		
tm_fwu18m465kz3z8ck		Mais je dois dire que là, c'est pas banal !	Marc		
tm_0idu5l5uge9hsct8		J'en conviens, mais je pense que c'est faisable.	Isabelle		
tm_m8qdmxaf610hbokv		Qu'en penses-tu ?	Isabelle		
tm_uhou15z01gb7zfov		Tout est faisable, à condition qu'on y mette les moyens !	Marc		
tm_2nhzrhsvzhuzngcu		Et que l'on applique des bons principes d'ingénierie pour construire ce nouveau système !	Marc		
tm_796ctu3zzecl35k6		Et bien, pour cela, je compte sur toi !	Isabelle		
tm_zet6h68og6v7cx9l		Et je te propose d'ailleurs que nous partagions les activités de départ sur le cahier des charges. Est-ce compatible avec ta charge de travail actuelle, et te sens-tu motivé pour cela ?	Isabelle		
tm_l8pqm704g432syax	Isabelle, en tant que bon chef de projet, s'assure ici de deux éléments fondamentaux pour recruter une équipe : la disponibilité et la motivation des participants.Du point de vue de la compétence, elle sait déjà que Marc est le meilleur ingénieur de l'association.	"Isabelle, en tant que bon chef de projet, s'assure ici de deux éléments fondamentaux pour recruter une équipe :

* la <b>disponibilité</b> et
* la <b>motivation</b> des participants.

Du point de vue de la compétence, elle sait déjà que Marc est le meilleur ingénieur de l'association."	APPRENANT		
tm_j1jzaowvjr5xq3eh		Je suis pris toute cette semaine.	Marc		
tm_xlycpf1042ddtn9u		Mais la semaine prochaine, j'ai trois jours de libre.	Marc		
tm_siyqvsiksvpefvbs		Et oui, cela me motive bien de travailler sur un drone au service des villages.	Marc		
tm_lphgkth2zjsjz65l		Super !	Isabelle		
tm_qq2sulp0txy8s14w		Dans ce cas, je propose que tu commence l'analyse fonctionnelle du système pour définir les fonctions principales et anticiper les gros problèmes de faisabilité ou de coût.	Isabelle		
tm_aeqg4g6vd5uaan7b		De mon côté, je vais approfondir le besoin et réaliser des interviews auprès des parties prenantes : les villages concernés et l'équipe qui effectue cette tournée.	Isabelle		
tm_no3yu1ix2mzb8lgc		Nous sommes le 27 avril, on se fait un point lundi 10 mai à 9h dans mon bureau ?	Isabelle		
tm_globk1kfojzh73z6		Lundi matin, j'ai réunion d'équipe.	Marc		
tm_yaflwo7bqtuxal5c		Mais OK pour l'après midi !	Marc		
tm_5u4e8rdig367ysyp		14 heures ?	Isabelle		
tm_y7miusnjd698ite5		Ça marche !	Marc		
tm_medlm5vl4kg1znyo		Merci Marc. Bonne journée !	Isabelle		
tm_v4qaylbohlht85ii		Bonne journée à toi aussi !	Marc		
tm_yk3uwcjjczjgg52e		Marc dispose-t-il d'assez d'informations pour définir toutes les exigences techniques du système ?	APPRENANT		
tm_fjr83vf4s4m6rs7i	Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet ! Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse.	"Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet !

Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse."	APPRENANT		
tm_f7iskbxx6ko9gto1	Cette façon d'élaborer un cahier des charges est étudiée en détail dans le cours d'Ingénierie du Besoin IENAC 1ère année.	Cette façon d'élaborer un cahier des charges est étudiée en détail dans le cours d'<b>Ingénierie du Besoin</b> IENAC 1ère année.	APPRENANT		
tm_tmdhtxwsrmotqqzv	Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet ! Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse.	"Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet !

Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse."	APPRENANT		
tm_1yely4z56511i9lv		Bonjour Nurumbé, comment vas-tu ?	Isabelle		
tm_9pnc221gjb9o2o8o		Le soleil brille donc tout va bien.	Nurumbé		
tm_2lx4z9wivwybpqva		Nos plantations poussent, la récolte sera bonne cette année.	Nurumbé		
tm_41vq0dyuk68uynqc		J’en suis enchantée.	Isabelle		
tm_9hgx4fj62vcvbl8w		Qu’est ce qui t’amène dans notre village ?	Nurumbé		
tm_x8uqg3ijtkkb1d1e		C’est rare de te voir en dehors des tournées !	Nurumbé		
tm_jodzt98a11jlr3jl		Oui, je le reconnais	Isabelle		
tm_9ktzrkb82jpwlorg		Je viens te voir pour discuter d'une nouvelle façon d'organiser notre tournée.	Isabelle		
tm_yrfz4ie9p7i5vg9l		Pourquoi ?	Nurumbé		
tm_yx32w93imzl0y169		Tout se passe bien actuellement.	Nurumbé		
tm_idypw0pqgtbu2nx5		Nous recevons nos médicaments chaque premier lundi du mois, et ils couvrent bien les cas les plus courants de maladie.	Nurumbé		
tm_cisvcrnz09p5uqt1		Oui, et cela continuera.	Isabelle		
tm_75b77vodcuvryiw3		C'est plus sur la façon de te livrer les médicaments que je souhaiterais discuter.	Isabelle		
tm_fcnem5h8axx1ao93		Tu sais, à chaque fois, l'équipe est obligée de remonter à partir de Bamalowi jusqu'au pont de Bisotu pour redscendre à ton village.	Isabelle		
tm_px3y5vd0fmf70xro		Oui, je sais, c'est un grand détour.	Nurumbé		
tm_43bpgciftwfr7s6b		Hubert a pensé à une nouvelle façon de procéder pour vous livrer :	Isabelle		
tm_pf4ydehdv8keu3rq		Le village de Bamalowi est juste en face de chez vous de l'autre côté de la rivière.	Isabelle		
tm_ixyuhdmznkv2rmqj		Il suffirait de faire franchir la rivière aux médicaments et le tour est joué !	Isabelle		
tm_fl8ptmkioe2y6gu5		Mais comment comptes-tu traverser ?	Nurumbé		
tm_zioql8gxyx5mi0nb		À cet endroit, les rapides sont très puissants et tu sais bien qu'il est impossible de traverser en barque !	Nurumbé		
tm_xtlboivkqfvsk4on		Oui, je sais.	Isabelle		
tm_qog5foyohbdw5ume		Mais l'idée serait d'utiliser deux ou trois drones pour faire le travail.	Isabelle		
tm_y537sudchk2ccgf8		Des drone ? Ici ?	Nurumbé		
tm_w50r4dd45t50jhtf		Oui, Hubert est prêt à financer la construction de ces drones pour réaliser cette mission.	Isabelle		
tm_9f5lk1e5ma7fmxl0		J'avoue que pour vous, c'est une sacrée économie de voyage.	Nurumbé		
tm_y1pni9oel1qwc1x0		Surtout que la piste pour venir jusqu'ici n'est pas facile.	Nurumbé		
tm_1uf2amm1k0ael5u3		Mais pour nous, l'intérêt est faible !	Nurumbé		
tm_2i74jp5varhrpt5l		Hormis pour les enfants du village qui vont adorer.	Nurumbé		
tm_b4elbmbh20mcnzv5		N'oublie pas que votre passage est attendu avec impatience chaque mois.	Nurumbé		
tm_vdtgu921un09tevh		Vous amenez un vent de fraicheur dans notre quotidien, vous nous apportez les dernières nouvelles de la capitale, vous discutez un peu avec les enfants et les anciens du village pour voir comment ils se portent.	Nurumbé		
tm_dzlsb2qv9nvvdgxw		Tout cela serait perdu !	Nurumbé		
tm_5x543df845vg4lny		C'est vrai, je n'y avait pas pensé...	Isabelle		
tm_yy25xudkvgzx1gsh		D'un autre côté, plus ça va, plus votre temps d'arrêt est court. La dernière fois, Jacques était si pressé que l'équipe n'est restée qu'une heure.	Nurumbé		
tm_7b4xh5rnfsrkf6i0		Oui, Jacques m'a raconté, mais il avait un rendez-vous important avec une association d'équipement en panneaux solaires.	Isabelle		
tm_qfr4m754xtfjl72b		Oui, à chaque fois, il a une bonne excuse !	Nurumbé		
tm_x6lkhzyj0wd6dg5d		Enfin, tout cela n'a plus d'importance puisque vous n'allez même plus venir nous voir !	Nurumbé		
tm_32meq5g3py4iruu9		Ne dramatise pas Nurumbé...	Isabelle		
tm_bmh6ud48t32qhsfi		Essayons de réfléchir ensemble.	Isabelle		
tm_570bf7k056m80hfj		Pourquoi ne pas inverser ?	Nurumbé		
tm_ldppq378zg4zy9ao		Vous pourriez prendre le pont de Pituru en aval et remonter de notre côté de la rivière.	Nurumbé		
tm_41nt6tg5v4ymvgi6		Vous feriez partir les drones de chez nous !	Nurumbé		
