FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (FRANÇAIS (FRANCE))]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_55fco564okz8eru7	Ces aspects là, vous les verrez aussi dans le cours de Management de Projet de première année.	Ces aspects là, vous les verrez aussi dans le cours de <b>Management de Projet</b> de première année.	APPRENANT		
tm_c7eu8vse2e1ekwfg		La réaction d'Hubert semble justifiée : trois semaines pour produire du papier, est-ce vraiment nécessaire ?	APPRENANT		
tm_igybkphf79jvvciy	La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques.	"La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. 

Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. 

Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques."	APPRENANT		
tm_348tsqtyururqyg5	Là, Isabelle fait apparaître le triangle magique du chef de projet : coût, qualité, délai. Le chef de projet jongle continuellement avec ces trois variables. S'il change une de celles-ci, cela impacte de manière systématique l'une ou l'autre des deux variables restantes. Ainsi diminuer les délais peut se faire au dépend de la qualité de service ou du produit délivré. Cela peut aussi se faire en augmentant le budget pour avoir des effectifs plus importants sur le projet.	"Là, Isabelle fait apparaître le triangle magique du chef de projet :
* coût
* qualité
*délai

Le chef de projet jongle continuellement avec ces trois variables. S'il change une de celles-ci, cela impacte de manière systématique l'une ou l'autre des deux variables restantes. 
Ainsi diminuer les délais peut se faire au dépend de la qualité de service ou du produit délivré. Cela peut aussi se faire en augmentant le budget pour avoir des effectifs plus importants sur le projet."	APPRENANT		
tm_e5kzts11lnmdvrlr	La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques.	"La phase de cadrage et de planification initiale est souvent négligée. Pourtant, elle est cruciale. 

Elle peut faire gagner beaucoup de temps par la suite. Elle va permettre de se fixer des objectifs atteignables, de bien cerner le rôle de toutes les parties prenantes et leur niveau d'enthousiasme face à ce projet, d'anticiper les difficultés et les plus gros risques. 

Le fait d'impliquer très en amont un ingénieur est aussi indispensable car c'est lui qui donnera les meilleures estimations sur la faisabilité du système et sur le temps de réalisation de chacune des activités techniques."	APPRENANT		
tm_a99thttyaweswz8e	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès."	APPRENANT		
tm_ntn313vkgcfgwzzy		Le projet peut-il commencer de cette façon là ? A-t-on maintenant suffisamment de données pour le lancer ?	APPRENANT		
tm_0s5iwqabgr0bfsew	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès. Ces aspects là, vous les verrez aussi dans le cours de Management de Projet de première année.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.

Ces aspects là, vous les verrez aussi dans le cours de <b>Management de Projet</b> de première année."	APPRENANT		
tm_accx1v43eg8e44im	En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire. Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès. Ces aspects là, vous les verrez aussi dans le cours de Management de Projet de première année.	"En effet, il faut passer par une nouvelle étape de Go/No-Go avec un cadrage plus précis, des objectifs et des critères de succès clairs, la consultation des parties prenantes, les contraintes et risques majeurs, une planification initiale qui identifie les livrables attendus et les activités pour les produire.

Pour chaque activité, il faut aussi penser aux ressources humaines et leurs disponibilités. 

Il faut aussi penser aux ressources matérielles associées à chaque activité. Bref, tout un tas d'éléments pour établir la réelle faisabilité du projet et garantir son succès.

Ces aspects là, vous les verrez aussi dans le cours de <b>Management de Projet</b> de première année."	APPRENANT		
tm_l8pqm704g432syax	Isabelle, en tant que bon chef de projet, s'assure ici de deux éléments fondamentaux pour recruter une équipe : la disponibilité et la motivation des participants.Du point de vue de la compétence, elle sait déjà que Marc est le meilleur ingénieur de l'association.	"Isabelle, en tant que bon chef de projet, s'assure ici de deux éléments fondamentaux pour recruter une équipe :

* la <b>disponibilité</b> et
* la <b>motivation</b> des participants.

Du point de vue de la compétence, elle sait déjà que Marc est le meilleur ingénieur de l'association."	APPRENANT		
tm_yk3uwcjjczjgg52e		Marc dispose-t-il d'assez d'informations pour définir toutes les exigences techniques du système ?	APPRENANT		
tm_fjr83vf4s4m6rs7i	Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet ! Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse.	"Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet !

Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse."	APPRENANT		
tm_f7iskbxx6ko9gto1	Cette façon d'élaborer un cahier des charges est étudiée en détail dans le cours d'Ingénierie du Besoin IENAC 1ère année.	Cette façon d'élaborer un cahier des charges est étudiée en détail dans le cours d'<b>Ingénierie du Besoin</b> IENAC 1ère année.	APPRENANT		
tm_tmdhtxwsrmotqqzv	Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet ! Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse.	"Une analyse fonctionnelle ne suffit pas pour réaliser un cahier des charges complet !

Pour cela, il est nécessaire de la compléter par une analyse centrée utilisateur qui va recueillir des fonctions supplémentaires auxquelles un ingénieur ne va pas forcément penser pendant son analyse."	APPRENANT		
tm_nngs974loaodjz15		Le besoin de communication exprimé par Nurumbé va-t-il impacter le cahier des charges du système ?	APPRENANT		
tm_jom1ylqs3hlkc31b	Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique. Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé.  Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système.	"Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique.

Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé. 

Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système."	APPRENANT		
tm_092ltabxe3nn56b9	Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique. Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé. Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système.	"Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique.

Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé. 

Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système."	APPRENANT		
tm_gvwufzpuj358dakj		Isabelle semble dire oui à tout. Est-ce une bonne attitude ?	APPRENANT		
tm_mm2fl1v2gk4aw3od	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale. 
Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale.

Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	APPRENANT		
tm_bofp76th7nkxfrez	Ceci sera expliqué dans le cours de Gestion de Projet de 1ère année du cycle IENAC.	Ceci sera expliqué dans le cours de <b>Gestion de Projet</b> de 1ère année du cycle IENAC.	APPRENANT		
tm_obvfzsdm6lh6h5zz	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale. Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale.

Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	APPRENANT		
tm_psl20a5a5ii443vk	Pourquoi demander à Marc de choisir la solution technique ? Isabelle gère le budget, elle peut donc décider d'acheter une caméra pour répondre au besoin !	"Pourquoi demander à Marc de choisir la solution technique ? 
Isabelle gère le budget, elle peut donc décider d'acheter une caméra pour répondre au besoin !"	APPRENANT		
tm_9c1j8zy3k24tx37b	Un chef de projet gère effectivement le budget, et le temps associé à un projet. Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système. Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée.	"Un chef de projet gère effectivement le budget, et le temps associé à un projet.

Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système.

Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée."	APPRENANT		
tm_d07c0met12q8fubu	Ceci sera vu dans le cours d'Ingénierie du Besoin de première année du cycle IENAC.	Ceci sera vu dans le cours d'<b>Ingénierie du Besoin</b> de première année du cycle IENAC.	APPRENANT		
tm_vokj0adujcark7xm	Un chef de projet gère effectivement le budget, et le temps associé à un projet. Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système. Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée.	"Un chef de projet gère effectivement le budget, et le temps associé à un projet.

Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système.

Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée."	APPRENANT		
tm_n7a4i8f91fgp0iex		Pendant ce temps, Marc avance sur l'analyse fonctionnelle du nouveau drone. Il a convoqué John et Mathilde pour l'aider dans le premier brainstorming sur le sujet.	APPRENANT		
tm_hcdjf7q4fuzk69b7		Le début d'une analyse fonctionnelle d'un système débute toujours par l'identification de sa mission opérationnelle.	APPRENANT		
tm_9u116u4dngs3jfa8	Ici, Marc aborde un point sensible de l'analyse fonctionnelle : Définir les limites du système que l'on veut développer. De nombreuses considérations sont à prendre en compte : Le coût, La sécurité, La compétence, etc En fonction de ces dernières, les limites du système seront plus ou moins étendues.	"Ici, Marc aborde un point sensible de l'analyse fonctionnelle :

<b>    Définir les limites du système que l'on veut développer.</b>

De nombreuses considérations sont à prendre en compte : 
* Le <b>coût</b>
* La <b>sécurité</b>
* L a <b>compétence</b>
* ...

En fonction de ces dernières, les limites du système seront plus ou moins étendues."	APPRENANT		
tm_4r6u9upgty9oekdb	En analyse fonctionnelle, la pieuvre est un schéma représentant toutes les fonctions du système. Une fonction principale met en relation deux acteurs. Si une fonction n'interagit qu'avec un acteur, il s'agit d'une fonction contrainte.  Toutes les fonctions sont numérotées. C'est pourquoi Marc donne à chaque fois un identifiant unique aux fonctions.	"En analyse fonctionnelle, la pieuvre est un schéma représentant toutes les fonctions du système.

Une fonction principale met en relation deux acteurs. Si une fonction n'interagit qu'avec un acteur, il s'agit d'une fonction contrainte. 

Toutes les fonctions sont numérotées. C'est pourquoi Marc donne à chaque fois un identifiant unique aux fonctions."	APPRENANT		
tm_65w9du2puxscn5ey		Marc, Mathilde et John ont fini leur analyse fonctionnelle. Isabelle, de retour de ses interviews dans les deux villages, fait le point pour produire un cahier des charges du système.	APPRENANT		
tm_qgb2jl0bqla1pdx3		Isabelle, de retour des ses interviews dans les deux villages fait le point pour produire un cahier des charges du système.	APPRENANT		
tm_x4vm6k6qqw9kfwiv		Choisissez la phrase la réponse la plus adaptée pour Marc	APPRENANT		
tm_7mrka6wbjkm8hovo		Les études de sécurité sont utiles, même si le système n’est pas dangereux pour l’homme, car elles permettent d’anticiper le comportement du système dans des situations critiques, et d’éviter non seulement des dégâts humains, mais aussi des dégâts matériels.	APPRENANT		
tm_4aupub9nmo5e9x33	Les méthodes type barrière de protection, ou type AMDEC (Commentaire des Modes de Défaillances, de leurs Effets et de leur Criticité) seront vues dans vos cours de Sureté de fonctionnement en troisième année.	Les méthodes type barrière de protection, ou type AMDEC (Commentaire des Modes de Défaillances, de leurs Effets et de leur Criticité) seront vues dans vos cours de <b>sureté de fonctionnement</b> en troisième année.	APPRENANT		
tm_kp63l53mtfi31www	Les études de sécurité sont développées dans le System Safety Engineering du référentiel INCOSE.	"Les études de sécurité sont développées dans la partie ""<b>System Safety Engineering</b>"" du référentiel INCOSE."	APPRENANT		
tm_2beobrp4gyl0uxie		La scène se passe au bord de la rivière lors d’un essai en vol du drone. Le drone est en train de voler au-dessus de la rivière. Tout d’un coup, une forte rafale se déclenche. Le pilote perd le contrôle du drone qui part en vrille et tombe dans la rivière. Le drone disparait dans l’eau au bout de quelques secondes.	APPRENANT		
tm_pxm57lyhbckokrd6		Aurait-on pu éviter cet évènement redouté, c’est-à-dire la chute dans l’eau ? Oui, en réfléchissant au moyen pouvant être déployé en amont et en aval de l’évènement. Dans notre cas, en amont, cela serait la mise en œuvre d’un algorithme de stabilisation efficace dans le contrôleur logiciel du drone (PID) qui permettrait au drone de résister à des rafales de plus de 40 km/h. En aval, il faudrait protéger le drone avec une coque de protection insubmersible et l’équiper d’un GPS pour pouvoir le localiser et le récupérer en aval de la rivière.	APPRENANT		
tm_yfc89bs8ozzgfe4d		Les études de sécurité sont utiles, même si le système n’est pas dangereux pour l’homme, car elles permettent d’anticiper le comportement du système dans des situations critiques, et d’éviter non seulement des dégâts humains, mais aussi des dégâts matériels.	APPRENANT		
tm_8rnrp37x99tx5lby	Les méthodes type barrière de protection, ou type AMDEC (Commentaire des Modes de Défaillances, de leurs Effets et de leur Criticité) seront vues dans vos cours de Sureté de fonctionnement en troisième année.	Les méthodes type barrière de protection, ou type AMDEC (Commentaire des Modes de Défaillances, de leurs Effets et de leur Criticité) seront vues dans vos cours de <b>sureté de fonctionnement</b> en troisième année.	APPRENANT		
tm_2kxh1pzk6gegke5n			APPRENANT		
tm_g1qx8ytrtb7qqxnl			APPRENANT		
tm_j5xsxsfasi1q3bxa		Choisis ce qu'Isabelle vas dire :	APPRENANT		
tm_i7n7t7a2vjsje9l6		"Le village voisin de Ramatowa est souvent en conflit avec ce dernier pour des questions séculaires liées aux zones de chasse et de pêche.
Un des habitants a entendu parler du projet drone ; il s’est renseigné sur le type d’émetteur acheté par l’équipe de la croix rouge et s’est acheté le même. Il se positionne aux abords de la rivière et au moment d’un des vols du drone en direction de Ramatowa, il émet des signaux de commande pour en prendre le contrôle et le ramener de son côté. Il récupère le drone et s’enfuit en courant."	APPRENANT		
tm_rw9kc9ftq9rwiy2m		À quoi servent les études d’éco-conception ?	APPRENANT		
tm_1fdhxmw4lzwqq88y		"Les études d’écoconception doivent être menées en amont au même titre que les études de sécurité et de cybersécurité. 

Elles ont toutes les trois un impact potentiel sur la conception du système. Dans le cas du drone, on peut imaginer d’utiliser des matériaux facilement recyclables pour l’armature (comme le bois) et des batteries intelligentes à très longue durée de vie."	APPRENANT		
tm_0o6rty3rphnmxjl3		Vous verrez ces notions si vous choisissez l’option ISI de la majeure SITA.	APPRENANT		
tm_z18b13gs55uehev6		"Les études d’écoconception doivent être menées en amont au même titre que les études de sécurité et de cybersécurité. 

Elles ont toutes les trois un impact potentiel sur la conception du système. Dans le cas du drone, on peut imaginer d’utiliser des matériaux facilement recyclables pour l’armature (comme le bois) et des batteries intelligentes à très longue durée de vie."	APPRENANT		
tm_9r9vhoom5t0o8tfs		Marc a-t-il raison de conseiller à John d’aller voir Marjorie avant même d’avoir discuté de la faisabilité technique ?	APPRENANT		
tm_ce6b4a95uvwc1tln	Il est possible de déposer des brevets sur un concept non développé à condition d’avoir réalisé des schémas. Pour cela, il faut que le concept : Soit une invention autorisée par loi. Par example, les espèces végétales ou animales obtenues par croisement ne sont pas brevetables. Soit nouveau. Soit susceptible d'application industrielle. Ne doit pas découler de manière évidente de la technique connue par “l’homme du métier”	"Il est possible de déposer des brevets sur un concept non développé à condition d’avoir réalisé des schémas… 

Pour cela, il faut que le concept :
    _ Soit une <b>invention autorisée par loi</b> (Par example, les espèces végétales ou animales obtenues par croisement ne sont pas brevetables.)
    _ Soit <b>nouveau</b>
    _ Soit <b>susceptible d'application industrielle</b>.
    _ Ne doit pas découler de manière évidente de la technique connue par “l’homme du métier”"	APPRENANT		
tm_c1btadwxoh9oyf2y	Vous verrez cela en deuxième année dans le cours de Propriété Intellectuelle.	Vous verrez cela en deuxième année dans le cours de <b>Propriété Intellectuelle</b>.	APPRENANT		
tm_19xvuxmbggwiac7h	Il est possible de déposer des brevets sur un concept non développé à condition d’avoir réalisé des schémas. Pour cela, il faut que le concept : Soit une invention autorisée par loi. Par example, les espèces végétales ou animales obtenues par croisement ne sont pas brevetables. Soit nouveau. Soit susceptible d'application industrielle. Ne doit pas découler de manière évidente de la technique connue par “l’homme du métier”	"Il est possible de déposer des brevets sur un concept non développé à condition d’avoir réalisé des schémas… 

Pour cela, il faut que le concept :
    _ Soit une <b>invention autorisée par loi</b> (Par example, les espèces végétales ou animales obtenues par croisement ne sont pas brevetables.)
    _ Soit <b>nouveau</b>
    _ Soit <b>susceptible d'application industrielle</b>.
    _ Ne doit pas découler de manière évidente de la technique connue par “l’homme du métier”"	APPRENANT		
tm_0ywxu6b8tjuzxzua			APPRENANT		
tm_fre1arkm3hcig1p1		Une longue conversation sur les détails techniques des brevets plus tard...	APPRENANT		
tm_pteqwvt4twpnd4is	Ici, Hubert introduit la réunion dans les règles de l’art. Il parle d'abord de l’objet de la réunion puis il décrit son déroulement. Il est parfois utile de faire un tour de table pour se présenter, mais dans le cas présent, tout le monde se connaît.	"Ici, Hubert introduit la réunion dans les règles de l’art.

Il parle d'abord de l’objet de la réunion puis il décrit son déroulement. Il est parfois utile de faire un tour de table pour se présenter, mais dans le cas présent, tout le monde se connaît."	APPRENANT		
tm_rxk5i13yrtyqjqr4		Ceci vous sera enseigné dans le cours de conduite de réunion, qui est normalement en deuxième année, dans la semaine de communication internationale.	APPRENANT		
tm_rjgaztfw9w6rg7v1	Ici, Marc agit en bon ingénieur système. Il présente les fonctionnalités puis il challenge l’importance et la priorité de chacune d’entre elles en fonction des enjeux stratégiques de la Direction.	"Ici, Marc agit en bon ingénieur système. 

Il présente les fonctionnalités puis il challenge l’importance et la priorité de chacune d’entre elles en fonction des enjeux stratégiques de la Direction."	APPRENANT		
tm_yo5z7mj9v1v26dbs		Choix : choisis une option.	APPRENANT		
tm_myaz42p24fyxrubv	Cet accord sur la planification et le budget entre Marc et Isabelle est très important. Il est essentiel que le chef de projet et l’ingénieur système aient la même vision de la complexité du projet et du budget associé. Une coordination étroite entre les deux est donc nécessaire.	"Cet accord sur la planification et le budget entre Marc et Isabelle est très important. 

Il est essentiel que le chef de projet et l’ingénieur système aient la même vision de la complexité du projet et du budget associé. Une coordination étroite entre les deux est donc nécessaire."	APPRENANT		
tm_gti0ojt7axf9kpps	La gestion des risque correspond à la partie Risk Management Process du référentiel INCOSE	"La gestion des risque correspond à la partie ""<b>Risk Management Process</b>"" du référentiel INCOSE"	APPRENANT		
