FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_qb699pfzkdri71e8		Yes, yes, yes,...	Marc		
tm_c23csfco6odn7fe9		Listen John, I wish you don't take too much time doing it, but you should probably go talk about it with Majorie.	Marc		
tm_x6fe8bqi29eq0a4m		She's our legal expert, and she is quite knowlegeable about intelectual property.	Marc		
tm_3nzb9aa5wkikri5v		Go talk about your invention with her.	Marc		
tm_bso1msrbdh42ts1r		Hello you all !	Marc		
tm_6d7doktagkm8eszj		We worked hard to produce a result in a timely manner.	Marc		
tm_qy5qvycn2kok4mjg		I will project a diagram of the functions we retained for our drone.	Marc		
tm_x3i3stedvtf7fpyj		This functionnal set takes in account several analysis, particularly theresults of our safety, cybersecurity, and environmental impact, along with technical needs of the final users.	Marc		
tm_fkddoj8rmlp3kfgj		As you see, the result is a 15 functions octopus diagram.	Marc		
tm_zs14mv5nu2h6crq2		Their technical feasability is established, but some of them will be quite expensive to develop, and we will have to set priorities.	Marc		
tm_6yd1nl7v4lw9audc		I'm thinking more particularly about the functions that will ensure the system's safety in case of a fall in the river.	Marc		
tm_hiannypsq8e4b56j		To answer a loss of signal, I'd say we could solve it with some software.	Marc		
tm_kr12tzznyhc4l0a1		The drone will basically home in to a predefined point, if it can not detect any control signals.	Marc		
tm_ojtueezd1rvs8len		To answer a fall in the river, we should probably reinforce the structure, and make th edrone waterproof, but where to stop ?	Marc		
tm_8epbgqx3ds3wf6h0		We need to reach a compromise between making the drone as light as possible, and protect the motors, rotors, and medicines.	Marc		
tm_y2u36cgvy2nofeoe		The eco-conceptions aspects may also influence us, particularly on the material choices.	Marc		
tm_3q8nmn4n0xuroxko		For exemple, a wood structure wood be easily disposable, and probably also help us make our drone float.	Marc		
tm_obuyfb1aee1r8b1p		To make it short, the price could be tripled depending on the choices we make.	Marc		
tm_8bdncwiuwekdo0gi		I will let you, Hubert, decide what should take priority, depending on the association's strategies.	Marc		
tm_gaklwwfvx7917wdr		This functionnal set takes in account several analysis, particularly theresults of our safety, and environmental impact, along with technical needs of the final users.	Marc		
tm_zxe31z87jt8566ug		So, that's it, you got your budget !	Marc		
tm_gapu2n39id4diaxm		Yes, it's a pleasure to see him that keen.	Marc		
tm_bt0amvv72iw2h24o		I came to see you, to reach an agreement on the different phases of the project.	Marc		
tm_t3wlw0a7fjdq5r9h		I was thinking almost the same way.	Marc		
tm_vjrmpkjis1p4q0pz		Just one thing on the two last points : taking into account environmental impacts should absolutely be done right from the start, and it's not negociable.	Marc		
tm_ux5v9x26gqx56xbk		On the other hand, I'd put anti-piracy protection in the last phase, because it's not particularly hard to realize, and could be placed anywhere.	Marc		
tm_nak353zhh70smxky		It would be an ajustment variable.	Marc		
tm_0c251r443ck3j1bu		Yes, by all means.	Marc		
tm_f1ytrgbmw1nj8yb7		Shorts sprints during 4 to 5 weeks, with each time a new version of the drone, which will allow us to see if we proceed further.	Marc		
tm_n1xrcsdzvxqp69ep		It's far better than using a V-Model.	Marc		
tm_zplcqpk58tvm7t8u		Our project is to last for 8 months.	Marc		
tm_a0kjglc0hu0jvc37		If we remove two months for your sprint 0, that would let a bit more than two months for the other sprints.	Marc		
tm_5amhiyogna8v0jby		Let's say 8 week for each of them, and keep around one week to test the sytem.	Marc		
tm_jhywpxs16guhccqa	Yes. We have 12 hundred € for the first sprint, as it includes eco-conception,	Yes. We have 1 200 € for the first sprint, as it includes eco-conception,	Marc		
tm_4tlkqlywe486htsz		800 € for the second sprint,	Marc		
tm_62vfmhze6tdyqv5j	and 12 hundred € for the last sprint, which would include the anti-piracy protection, if everything goes well.	and 1 200 € for the last sprint, which would include the anti-piracy protection, if everything goes well.	Marc		
tm_1ldakvyuf66b3abs		OK, OK, but we lose some of the margins we had in the third sprint.	Marc		
tm_2ctr46nkd6f71mgz	Let's roll with that. 12 hundred , 1000 and 1000 € it is.	Let's roll with that. 1 200, 1 000 and 1 000 € it is.	Marc		
tm_8wi0ruxu8wiwhevj		No problem ! So, when do we see each other to finalize that backlog ?	Marc		
tm_6ioe3i5phzcpqg76		OK, I'll be there.	Marc		
tm_km8ekyurno7eq6r1		Hello you all !	Marc		
tm_bbvnd1j51vpwwzql		So, today, we will work on the functionnal architecture of the drone.	Marc		
tm_7cwj7ei1s7cfa6lj		Our starting material will be the finalized functionnal analysis, which includes environmental constraints, security constraints, and protection against piracy.	Marc		
tm_b5ytdhnskuf8p9cw		Let's dig a bit deeper the way we're going to dispatch the functions inside the drone.	Marc		
tm_qyefi1ftwc82j5d7		John, can you project the octopus ?	Marc		
tm_md7ypt9vnqkwf3al		What do you suggest to group these functions ?	Marc		
tm_0s0mh2ykezwwu32e		I agree with you.	Marc		
tm_mz2m0jigq934ivhz		Yes, definitely !	Marc		
tm_sogm5vnx374b6a2q		Well, we move on quickly. We now have 5 coherent subsystems :	Marc		
tm_q7ayx2bsbbee5irp		an energy management substem,	Marc		
tm_hku89e23w9uphzcd		a stabilization subsystem,	Marc		
tm_uf6vyspvi858wt94		a transport subsystem,	Marc		
tm_fb5b3qorbt6fmxyp		a motorization subsystem,	Marc		
tm_773ux7bzr4e5p0wb		and a guidance subsystem.	Marc		
tm_8cio3d17irnsth2u		Is everyone OK with it ?	Marc		
tm_l6xgkpbcykcxk69k		I suggest we stop here for today.	Marc		
tm_d2d79i8ejb7sy8o2		Today's goal is to see how the functions of our subsystems will be spread on the drone's physical components.	Marc		
tm_v9s0v8jv7cvhtcek		As you can see, I put all the subsystems on one side, and the pysical components on the other side.	Marc		
tm_4ci7dy3d3a8mebfc		It's up to you to associate the pysical components to the subsystems.	Marc		
tm_kknf3b3rxbgf94kv		Nice job !	Marc		
tm_zci655880sta84zn		This seems to be coherent !	Marc		
tm_t8y1rnv7ottj78ls		Sadly John, it's still too early for you to start programming.	Marc		
tm_nh3pkaw4t12opjsr		We first need to give a structure to our code, and for that, we will use the object oriented conception.	Marc		
tm_q750e6hqr9r40nhh		I'll let you next week to think about it.	Marc		
tm_ah8so1mugmitmqj2		Try thinking about all of the use cases, and the classes you can deduct from them.	Marc		
tm_2o4spz265dvzesgq		Have a nice weekend !	Marc		
tm_wd18v0nfjytym37m		I gotta go to my mission in Nairobi !	Marc		
tm_0yr8z6w5s8fkyn2s		Not easy, but I'll try ...	Marc		
tm_19o360qtuet2jt6w		So, did you take some time to think about the software conception of our drone ?	Marc		
tm_th1gpg9bb4c6jof6		That's alright.	Marc		
tm_e5ikguocwbghx628		We'll see that later...	Marc		
tm_qm79u7a9kpyu26nj		John, can you send me a buoy ? I'm sinking...	Marc		
tm_hpsjg5a35nb3k3cq		Perfect, that's more understandable.	Marc		
tm_fmti87ffh1p7jjwd		John, I got good news for you !	Marc		
tm_m3y8k3s871zn2uba		You will finally be allowed to develop the software !	Marc		
tm_s8puawo4agt4w1nn		But before that, draft proper ducments using the models we usually use.	Marc		
tm_q63cmwmuuyc3icn7		I'm counting on you.	Marc		
tm_9l4ap9fqtx0blbrg		And of course, you will use object oriented programmation, right ?	Marc		
tm_nlbz2nc46ekeq2xd		I was thinking about the localization app.	Marc		
tm_i7wmbkawboxftv8x		Did you make some progress on that part ?	Marc		
tm_mxgo7eld5dpnkipg		But I didn't see any document on the conception of this part...	Marc		
tm_2cfz863p4g1opvhr		Did you skip that part ?	Marc		
tm_odywtit5x3fw2sai		Ready for take off, Émilie ?	Marc		
tm_hp7dr6057ptg3mca		Let's go, full power !	Marc		
tm_ywbs88ib212wmc0t		Not very good piloting...	Marc		
tm_41cx90ko0bdqo94j		Well, let's check that...	Marc		
tm_vg23b7vyucggj1ev		The inertial unit was never powered.	Marc		
tm_xxopqsxdiwc553ti		Its power LED isn't on.	Marc		
tm_01tzab57fnc6ude8		With that part not sending any information, the drone wasn't able to correct its position.	Marc		
tm_7r20up3dtzvp4031		That explains the crash...	Marc		
tm_qvw0igp3qxhqcicr		Hey Mathilde !	Marc		
tm_4598o1a34owj1qn4		I came to discuss about the last tests we did in the closed down factory.	Marc		
tm_npvhieckx3woa6d3		The algorithm we use isn't reactive enough.	Marc		
tm_l5k34oaqtgsxlrme		Émilie always loses control while landing the drone.	Marc		
tm_lw6l4gvk3kh7073t		I'd like to change or optimize it a bit.	Marc		
tm_qsdoa19eja9tgdzw		OK, but changing the program should be possible if it is documented.	Marc		
tm_qaywpk7z3c7d5lvz		OK, see you !	Marc		
tm_mc8kcd5jwhb5cbq9		Here I am !	Marc		
tm_jgjvbqmmvqp330na		Yes, and ?	Marc		
tm_pdy7pyuhy5g1n7pk		How much is it gonna take, in terms of time and workload ?	Marc		
tm_zd51bfb48inlntxr		Three weeks ?	Marc		
tm_y2y1smwc43gex4bk		I'll have to negociate it with Isabelle.	Marc		
tm_73n6fgfxfhmzhmjh		Let's hope she will accept !	Marc		
tm_hzirsmzlepiy8toj		So, today's goal is to test a loss of the drone on the river.	Marc		
tm_438w1mqel2f0uovp		Édouard, you're going to fly the drone for a bit.	Marc		
tm_mk6pv3lc2qtjuiaf		Then Émilie will land it softly on the river.	Marc		
tm_6dnmkz74ief0h900		Next you're going to use the app on the tablet to localize the drone on a map, and go get it. Understood ?	Marc		
tm_021rn8y75ezdbmic		Émilie, you forgot this tablet isn't equiped with a GPS chip, and there is no network to geolocalize a tablet here...	Marc		
tm_1s9mvfsuvur3i363		Please calm yourselves, I'll try to phone John.	Marc		
tm_umwrfivqx1rtdpyf		Hey John, I'm with Édouard and Émilie. We're trying to use your localization app, but it seems we can't change the map.	Marc		
tm_mil6f5wuiee32qfs		But did you put that many maps ?	Marc		
tm_m5jjpk7noh56x7v1		But John, for now, the app is only useful for the Ramatowa village !	Marc		
tm_fdq6g5cxlvgqvkux		OK, we'll see that later, but we're going to have to make changes.	Marc		
tm_63tbt5eyaoil8lc9		Bye John.	Marc		
tm_uy0r5nwk9262x1za		So did you hear what he said ?	Marc		
tm_8aaul03q1vj3athz		So, let's try to investigate the issue. Apparently, the code, and most of the technical mechanical data of the drone, mysteriously disapeared from our servers...	Marc		
tm_ye0rgv8lzej6ngen		I got a copy of the server from the cops.	Marc		
tm_9xn493gmchgkmnk8		Let's see if the log files are still there.	Marc		
tm_rkc37s91rsxgxesd		Good news, we still have the logs.	Marc		
tm_bbp4936lzeh4rtvm		One of the last entries is raher surprising...	Marc		
tm_kdfvyxd58waunpn5		The admin account has been connected on John's computer between midnight and 1AM.	Marc		
tm_y3tooay2xtb2x8tv		I'm intrigued, John was still with me at a friend's birthday party at that time...	Marc		
tm_q1txx2a7jd1p8qyo		I have a question for John...	Marc		
tm_u3d9tecao791640m		Of course, there are saves.	Marc		
tm_jrk57wxbmj7kero4		I made some data saves every two days on an external hard drive.	Marc		
tm_eyrot4pqs2tuz093		It was because I feared the server might die during the development. I will put the data back on our servers as soon as we have a confirmation that our network is safe.	Marc		
tm_0pr0mzuvir36elnr		By luck, I think I copied an important part of the code and conception on my personnal laptop before going on a run, so that I could develop on the run.	Marc		
tm_tvimwl7nuyv2kzz3		Most of the mechinal data will have to be remade by measuring the prototypes we have though...	Marc		
tm_qxf9b3ibnlzkxr5c		We will likely lose a week or two to get back to where we were.	Marc		
tm_qq585zntpvmlnkng		Yes. Did you find anything unusual with your computer two days ago, in the afternoon ?	Marc		
tm_v1z9jjfg4es9spdm		Hello you guys ! I asked to come here, because I fear we forgot a step...	Marc		
tm_kkfvkbqqup7vrn0d		We still didn't talk about the tests we will make to validate the system.	Marc		
tm_ni5od8clyfdjtfo3		John, I know you hate these paper study phases, and that you find them especially tiring, but we can't skip them.	Marc		
tm_vgnthx7g7im5iy0p		We have to anticipate the way we're going to do these tests to know if we need some tools, if have to create a specific environment, and how we could cover all of the requirements.	Marc		
tm_36sb9nwkeajzkmzk		Mathilde, do you think you can draft these tests and validation documents, while implying John to verify the documents ?	Marc		
tm_n18k2cx6io3i58h0		OK, nice of you to accept it.	Marc		
tm_mvekvdjf9tser8v0		Ready for take off ?	Marc		
tm_740zhadycs5mxfzd	Go !	GO !!!	Marc		
tm_kg6tfxm4lx5ce90x		I'd say the drone overreacted to a small gust of wind.	Marc		
tm_odf4nlguefqjks6i		This strangely looks like poorly adjusted PIDs.	Marc		
tm_gt5c46oaspf71omp		What do you think about it Mathilde ?	Marc		
tm_82z1ibgc9okjzczy		Did you do any destabilization tests before coming here ?	Marc		
tm_u8bljhqhivthaxar		An hour of additional tests would have saved us from the week of delays we're going to experience...	Marc		
tm_d5z0bnpywmucmwm7		Now, we'll have to change the rotor and that motor, go back to our testing lab in Nairobi, and adjust all these coefficient to avoid repeating the same mistake...	Marc		
tm_ik4vtx0cjet6unzg		Well, I hope you learned a lesson.	Marc		
tm_r7x596gzvzypluby		Let's go back home...	Marc		
tm_cnm1zpyy8kmz6w3l		We succeded in the realization of almost all of the User Stories we had.	Marc		
tm_8lrwn2z46uwzfbpv		Only the third one couldn't have been finished, but we're going t put it in the third sprint.	Marc		
tm_i7y0g28q5uumvnq8		It's some slang associated with our agile development method : SCRUM.	Marc		
tm_ospjn7z4czc3tcm5		"The third user story is about the drone's autonomy : ""As the pilot, I wish to have 15 minutes of flight time to cross the river, and bring back the drone. """	Marc		
tm_n3wufuxdraojrm0n		Indeed, the flight tests showed that after flying for ten minutes, the battery wasn't able to sustain the drone with a 2 pounds payload.	Marc		
tm_fiyedl5jii7wqaib		Yes, I think this is possible.	Marc		
tm_z8p0rd4a76sd9zlt	Our estimations during the team planning poker, made us think these were worth 32 points.	Our estimations during the team planning poker made us think these were worth 32 points.	Marc		
tm_6g7susudbsnafwa4		This is slightly above the 28 points of the last sprint, but we're getting more efficient each day.	Marc		
tm_7nqvzslx66x3jr2t		Of course not !	Marc		
tm_cu421ase0dtzr2tl		But it's played with cards.	Marc		
tm_kp1zxa2wnbpv0u55		For each user story, each partaker chooses a card in his hand.	Marc		
tm_nqocb4x5zdr5yd7s		The value on the card represents the estimated difficulty.	Marc		
tm_vnijg24l54xbipl1		At first, no one shows his card.	Marc		
tm_tvkk5xmqitiez7my		Then, everyone shows his card at the same time.	Marc		
tm_75gqrs8krryajqif		Why not ?	Marc		
					
