FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_bnz16x3ntowonzo7		Three weeks ? That's way too much !	Hubert		
tm_c7eu8vse2e1ekwfg		Hubert's reaction seems justified : three weeks to produce some paperwork, is it really necessary ?	APPRENANT		
tm_igybkphf79jvvciy	The initial planification phase is often overlooked. It is nevertheless essential. It can make you win a lot of time down the road. It allows you to aim for some reachable objectives, to identify clearly what's every person's role, and their level of involvement about the project. It also identifies the difficult parts early on, and the major risks too. Involving an engineer very early is also necessary, because he will be the one giving the best estimations on what is doable or not, and on the time necessary to realize the technical parts.	"The initial planification phase is often overlooked. It is nevertheless essential.

It can make you win a lot of time down the road. It allows you to aim for some reachable objectives, to identify clearly what's every person's role, and their level of involvement about the project. 

It also identifies the difficult parts early on, and the major risks too. Involving an engineer very early is also necessary, because he will be the one giving the best estimations on what is doable or not, and on the time necessary to realize the technical parts."	APPRENANT		
tm_0dv8facxttk5468p		Yes, I really need that much time. I'm not an expert in drones, and Marc will have to  invest himself there.	Isabelle		
tm_b70gjg8rplobpdzq		And what will we include in this project ? Should we train two or three pilots ? Should the drones really carry every type of drugs ? I should also study the major risks linked to our project. What could prevent us from meeting the deadlines ?	Isabelle		
tm_6lns5mmiv10jluep		From staying in the allotted budget ? What could impact the quality of the service we try to put in place ?	Isabelle		
tm_348tsqtyururqyg5	There Isabelle makes the magic triangle of the project management appear : costs, quality, delays. A project manager always juggles with these three variables. If they change one of them, it generally impacts one or the other of these variables. For example,  reducing the delays could impact the quality of service and the cost. We could for exemple pay more to have everyone working at the same time to finish earlier...	"There Isabelle makes the magic triangle of the project management appear : 
* <b>costs</b>
* <b>quality</b>
* <b>delays</b>

A project manager always juggles with these three variables. If they change one of them, it generally impacts one or the other of these variables. 

For example,  reducing the delays could impact the quality of service and the cost. We could for exemple pay more to have everyone working at the same time to finish earlier..."	APPRENANT		
tm_tkprvv6ce8tx0kcq		I maintain that. You think I'm losing some time, but you'll see that it'll pay off on the long run.	Isabelle		
tm_7xxwsq8itm9yd04b		Very well. I trust you !	Hubert		
tm_e5kzts11lnmdvrlr	The initial planification phase is often overlooked. It is nevertheless essential. It can make you win a lot of time down the road. It allows you to aim for some reachable objectives, to identify clearly what's every person's role, and their level of involvement about the project. It also identifies the difficult parts early on, and the major risks too. Involving an engineer very early is also necessary, because he will be the one giving the best estimations on what is doable or not, and on the time necessary to realize the technical parts.	"The initial planification phase is often overlooked. It is nevertheless essential.

It can make you win a lot of time down the road. It allows you to aim for some reachable objectives, to identify clearly what's every person's role, and their level of involvement about the project. 

It also identifies the difficult parts early on, and the major risks too. Involving an engineer very early is also necessary, because he will be the one giving the best estimations on what is doable or not, and on the time necessary to realize the technical parts."	APPRENANT		
tm_a99thttyaweswz8e	We have to go through a new go/no-go step to get more precise border, some clear objectives and success criteria, consult all involved parties, define constraints and major risks, and to getan initial planification who identifies the expected deliverables, and the required activities to  produce them. For each activity, we also need to identify the required human resources and their availability. We also need to think about material resources associated with each activity. In a nutshell, we need a heap of elements to determine if the project is really doable, and to guarantee a success if it's the case.	"We have to go through a new go/no-go step to get more precise borders, some clear objectives and success criteria, consult all involved parties, define constraints and major risks, and an initial planification who identifies the expected deliverables, and the required activities to  produce them.

For each activity, we also need to identify the required human resources and their availability.

We also need to think about material resources associated with each activity. In a nutshell, we need a heap of elements to determine if the project is really doable, and to guarantee a success if it's the case."	APPRENANT		
tm_ntn313vkgcfgwzzy		Can the project start like that ? Do we have enough data to go ahead ?	APPRENANT		
tm_0s5iwqabgr0bfsew	We have to go through a new go/no-go step to get more precise border, some clear objectives and success criteria, consult all involved parties, define constraints and major risks, and to getan initial planification who identifies the expected deliverables, and the required activities to  produce them. For each activity, we also need to identify the required human resources and their availability. We also need to think about material resources associated with each activity. In a nutshell, we need a heap of elements to determine if the project is really doable, and to guarantee a success if it's the case. This aspects will be developed in the project management class of your first year.	"We have to go through a new go/no-go step to get more precise borders, some clear objectives and success criteria, consulting all involved parties, defined constraints and major risks, and an initial planification who identifies the expected deliverables, and the required activities to  produce them.

For each activity, we also need to identify the required human resources and their availability.

We also need to think about material resources associated with each activity. In a nutshell, we need a heap of elements to determine if the project is really doable, and to guarantee a success if it's the case.

This aspects will be developed in the <b>Project Management</b> class of your first year."	APPRENANT		
tm_accx1v43eg8e44im	We have to go through a new go/no-go step to get more precise border, some clear objectives and success criteria, consult all involved parties, define constraints and major risks, and to getan initial planification who identifies the expected deliverables, and the required activities to  produce them. For each activity, we also need to identify the required human resources and their availability. We also need to think about material resources associated with each activity. In a nutshell, we need a heap of elements to determine if the project is really doable, and to guarantee a success if it's the case. This aspects will be developed in the project management class of your first year.	"We have to go through a new go/no-go step to get more precise borders, some clear objectives and success criteria, consult all involved parties, define constraints and major risks, and an initial planification who identifies the expected deliverables, and the required activities to  produce them.

For each activity, we also need to identify the required human resources and their availability.

We also need to think about material resources associated with each activity. In a nutshell, we need a heap of elements to determine if the project is really doable, and to guarantee a success if it's the case.

This aspects will be developed in the <b>Project Management</b> class of your first year."	APPRENANT		
tm_1syz3og4grjf2x7w		Oh, hi Marc ! Hubert probably talked to you about the drone project to carry the drugs from Bamalowi to Ramatowa ?	Isabelle		
tm_ey24jrbkfsv7oge8		Yes, it's a very original idea. It doesn't surprise me from Hubert.	Marc		
tm_surarrnstpkhn88z		He is always trying to find ideas to better the way we do our runs.	Marc		
tm_fwu18m465kz3z8ck		But that time, it sure is original !	Marc		
tm_0idu5l5uge9hsct8		Yes, I agree, but I think it's achievable.	Isabelle		
tm_m8qdmxaf610hbokv		What do you think about it ?	Isabelle		
tm_uhou15z01gb7zfov		Yes, we can do everything if we have the means.	Marc		
tm_2nhzrhsvzhuzngcu		And if we apply the right engineering principles to build that new system !	Marc		
tm_796ctu3zzecl35k6		And for that part, I'm counting on you ! And I suggest we share the starting activities on the specifications.	Isabelle		
tm_zet6h68og6v7cx9l		Is this compatible with your workload, and are you motivated by that project ?	Isabelle		
tm_l8pqm704g432syax	As a good team manager, Isabelle is making sure of two things : the availability and the motivation of her team. As for qualification, she already knows that Marc is the best engineer in the association.	"As a good team manager, Isabelle is making sure of two things :
* the <b>Availability</b> and
* the <b>Motivation</b> of her team.

As for qualification, she already knows that Marc is the best engineer in the association."	APPRENANT		
tm_j1jzaowvjr5xq3eh		I'm not available this week.	Marc		
tm_xlycpf1042ddtn9u		But I have three free days next week.	Marc		
tm_siyqvsiksvpefvbs		And yes, I'm eager to participate in the development of a drone to serve the people !	Marc		
tm_lphgkth2zjsjz65l		Great, in this case, I'm suggesting you start the function analysis to define the main functions, and anticipate the biggest technical problems and what will cost the most.	Isabelle		
tm_qq2sulp0txy8s14w		On my side, I'll try to see what the need is, and ask the other involved parties : the guys in the villages and the guys who do the run.	Isabelle		
tm_aeqg4g6vd5uaan7b		The date is April 27th.	Isabelle		
tm_no3yu1ix2mzb8lgc		Why not we see each other monday May 10th morning in my office at 9 ?	Isabelle		
tm_globk1kfojzh73z6		Monday morning, I have a team reunion.	Marc		
tm_yaflwo7bqtuxal5c		But I'm OK for the afternoon.	Marc		
tm_5u4e8rdig367ysyp		What about 2PM ?	Isabelle		
tm_y7miusnjd698ite5		OK for me !	Marc		
tm_medlm5vl4kg1znyo		Thanks Marc ! Have a nice day !	Isabelle		
tm_v4qaylbohlht85ii		Thank you, have a good day too !	Marc		
tm_yk3uwcjjczjgg52e		Does Marc have enough information to define all the technicall requirements of the system ?	APPRENANT		
tm_fjr83vf4s4m6rs7i	A functionnal analysis isn't sufficient to build a complete set of requirements. For that, it's necessary to complete it by an analysis centered around the users who will ask some other functions an engineer maybe wouldn't think about during his analysis.	"A functionnal analysis isn't sufficient to build a complete set of requirements. 

For that, it's necessary to complete it by an analysis centered around the users who will ask some other functions an engineer maybe wouldn't think about during his analysis."	APPRENANT		
tm_f7iskbxx6ko9gto1	This way of elaborating a specification sheet is studied in detail in the Requirements Engineering class of your first year.	This way of elaborating a specification sheet is studied in detail in the <b>Requirements Engineering</b> class of your first year.	APPRENANT		
tm_tmdhtxwsrmotqqzv	A functionnal analysis isn't sufficient to build a complete set of requirements. For that, it's necessary to complete it by an analysis centered around the users who will ask some other functions an engineer maybe wouldn't think about during his analysis.	"A functionnal analysis isn't sufficient to build a complete set of requirements. 

For that, it's necessary to complete it by an analysis centered around the users who will ask some other functions an engineer maybe wouldn't think about during his analysis."	APPRENANT		
tm_1yely4z56511i9lv		Hi Nurumbé ! How are you ?	Isabelle		
tm_9pnc221gjb9o2o8o		The sun is shining, all is fine.	Nurumbé		
tm_2lx4z9wivwybpqva		Our crops are growing, the harvest will be good this year.	Nurumbé		
tm_41vq0dyuk68uynqc		I'm delighted to hear that.	Isabelle		
tm_9hgx4fj62vcvbl8w		What's bringing you in our village ?	Nurumbé		
tm_x8uqg3ijtkkb1d1e		It's rare to see you outside of the resupply runs !	Nurumbé		
tm_jodzt98a11jlr3jl		That's quite true.	Isabelle		
tm_9ktzrkb82jpwlorg		I'm here to discuss another way of making these journeys.	Isabelle		
tm_yrfz4ie9p7i5vg9l		Why would you do that ?	Nurumbé		
tm_yx32w93imzl0y169		Things are fine now.	Nurumbé		
tm_idypw0pqgtbu2nx5		We get our medicines every first monday each month, and they treat most diseases we have.	Nurumbé		
tm_cisvcrnz09p5uqt1		Yes, and that will go on.	Isabelle		
tm_75b77vodcuvryiw3		I wanted to discuss the way we deliver them.	Isabelle		
tm_fcnem5h8axx1ao93		You know, each time, we're forced to go upstream from Bamalowi to the Bisotu bridge to get to your village.	Isabelle		
tm_px3y5vd0fmf70xro		Yes, I know it's a long way around the river.	Nurumbé		
tm_43bpgciftwfr7s6b		Hubert thought about a new way to do it.	Isabelle		
tm_pf4ydehdv8keu3rq		The Pamalowi village is just accross the river.	Isabelle		
tm_ixyuhdmznkv2rmqj		We just need to get the medicines accross, and that will be done !	Isabelle		
tm_fl8ptmkioe2y6gu5		But how do you want to cross ?	Nurumbé		
tm_zioql8gxyx5mi0nb		Here the rapids are very fast, you know it's impossible to cross with a small boat !	Nurumbé		
tm_xtlboivkqfvsk4on		Yes, I know.	Isabelle		
tm_qog5foyohbdw5ume		Our idea was to use two or three drones to do the job.	Isabelle		
tm_y537sudchk2ccgf8		Drones ? Here ?	Nurumbé		
tm_w50r4dd45t50jhtf		Yes. Hubert is about to fund a project to build a few of these to do that job.	Isabelle		
tm_9f5lk1e5ma7fmxl0		I get that for you, it makes the journey a lot easier.	Nurumbé		
tm_y1pni9oel1qwc1x0		And the track to our village is uneasy.	Nurumbé		
tm_1uf2amm1k0ael5u3		But for us, there isn't much interest !	Nurumbé		
tm_2i74jp5varhrpt5l		Except for the children who will love it.	Nurumbé		
tm_b4elbmbh20mcnzv5		Don't forget that we always await you each month.	Nurumbé		
tm_vdtgu921un09tevh		You bring some fresh air in our everyday lives, you give us fresh news from the capital, you chat with the children and the elderly to see if they're fine.	Nurumbé		
tm_dzlsb2qv9nvvdgxw		All of that would be gone !	Nurumbé		
tm_5x543df845vg4lny		That's true. I didn't think about it...	Isabelle		
tm_yy25xudkvgzx1gsh		On the other hand, as time goes on, you always stop for a shorter time. Last time, Jacques was in a hurry, and the team only stayed an hour !	Nurumbé		
tm_7b4xh5rnfsrkf6i0		Yes, Jacques told me, but he had an important meeting with an association to discuss new solar panel equipments.	Isabelle		
tm_qfr4m754xtfjl72b		Yes, each time there's a good excuse.	Nurumbé		
tm_x6lkhzyj0wd6dg5d		Enough, it doesn't matter anymore as you won't even come to see us !	Nurumbé		
tm_32meq5g3py4iruu9		Stop being a drama-king Nurumbé.	Isabelle		
tm_bmh6ud48t32qhsfi		Let's try to think together.	Isabelle		
tm_570bf7k056m80hfj		Why couldn't you switch ?	Nurumbé		
tm_ldppq378zg4zy9ao		You could take the Pituru bridge downstream and come visit us ?	Nurumbé		
tm_41nt6tg5v4ymvgi6		You could even fly your drones from here !	Nurumbé		
tm_qp1l2l2nkquwhpk3		Well, it could be a solution, but now that you told me you need communication with the village population, we're probably going to have the same problem with the Pamalowi village.	Isabelle		
tm_1ti8hpn2lnx1gnl0		Let's think...	Isabelle		
tm_ekxrme9wsybvrczk		And if we chose some middle ground ?	Isabelle		
tm_aa6yp3vbpg9k0x8o		We could come here once every two months ?	Isabelle		
tm_nngs974loaodjz15		Will Nurumbé's communication need impact the specifications of the system ?	APPRENANT		
tm_jom1ylqs3hlkc31b	The consequences of some needs can have no technical impact. Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job.	"The consequences of some needs can have no technical impact.

Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job."	APPRENANT		
tm_dei5nlcu1y5ymm31		Yes, that would be better.	Nurumbé		
tm_zpgvpdbo2gxorra4		But tell me, what are you really trying to do here ?	Nurumbé		
tm_xh86fil1nse62hgn		Gain some time, or avoid getting too tired by reducing driving times ?	Nurumbé		
tm_7v0jsey9ojimqt5k		A bit of both to be honnest.	Isabelle		
tm_x2qq5oskhr4yhc47		Our teams always come back exhausted after these runs !	Isabelle		
tm_lj3eaj4889z6hc3h		Well, if time isn't the issue, why not also stay a bit longer each time you go ?	Nurumbé		
tm_41vfxo44nqndo6jf		If you stayed here for three hours, the inhabitants would see a real improvement !	Nurumbé		
tm_1jqnjmsh0df9j23r		They would be able to discuss a bit more about their health issues.	Nurumbé		
tm_pmetlq5pmggt53no		We'll think about it, but it looks like a good compromise.	Isabelle		
tm_s37dgmgnlavdl8lt		I'll talk about it with my teams.	Isabelle		
tm_t5jlwmswwf7fes0s		And let's stop talking about business !	Isabelle		
tm_fxavrgbuhko9936x		Are your cooking skills still sharp ?	Isabelle		
tm_5buwlxzgxmezrhjj		Ah, I see the travel sharpened your appetite.	Nurumbé		
tm_jk1zk2pcm4df0415		Don't worry.	Nurumbé		
tm_uu541ndjnrbyup0k		As soon as I learned you'd come, I cooked you a nice spicy meal.	Nurumbé		
tm_stp1hvt5qm1t4z6d		Let's go eat then !	Nurumbé		
tm_092ltabxe3nn56b9	The consequences of some needs can have no technical impact. Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job.	"The consequences of some needs can have no technical impact.

Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job."	APPRENANT		
tm_njh0ywkseqosx0h6		And so you'd agree with this new way of delivering once by drone, and the other time with our truck ?	Isabelle		
tm_6eirwit5rantaayv		Yes Isabelle. As you said.	Gérard		
tm_zb0clpcx9djsb089		And if you stayed an hour more once every two months, it'll be perfect.	Gérard		
tm_qad7765oy3mbrfoi		Also, your idea gave me a new one.	Gérard		
tm_efekxxjn0p33rusp		We could maybe use the system to trade with Ramatowa. They have spices that we can't grow here, and in exchange, we could send them some sandals or leather belts that we make here.	Gérard		
tm_v3fzei8o1eshnpxb		Could the drones carry this ?	Gérard		
tm_wef1g9xnqu1nnoof		That wasn't really planned, but why not ?	Isabelle		
tm_1a50f64hq5mrio07		I don't think the drone will be able to lift a heavier weight than two or maybe four pounds, but it could be done.	Isabelle		
tm_xz3nna94ev8mmwo7		The real problem is that our drones have a limited autonomy.	Isabelle		
tm_lc0s2v7srby5ji8w		We risk to not have enough batteries for that.	Isabelle		
tm_24j3y7xz1915iq3f		And why not use our solar panels ?	Gérard		
tm_87bz72u1lsvjq373		We could maybe charge them on our car battery charger ?	Gérard		
tm_61wuiackvns7fmk7		Do you think it'll work ?	Isabelle		
tm_16oj2ha345nbntrv		We're going to have to study the question.	Isabelle		
tm_cxkvv2xf0tcajx9r		And while you're at it, it would be great if my nephew Edouard could pilot one.	Gérard		
tm_tmse58nry6a07fno		 He's passionated about drones, and he is a bit of a local celebrity.	Gérard		
tm_j106siw07c345ib3		Oh oh, I see you're already onboard the project.	Isabelle		
tm_356xf0a8jhsziqwh		But did he already pilot some drones ?	Isabelle		
tm_p32umc6y6uszpu1h		He bought a little quadcopter that he uses to gather the animals.	Gérard		
tm_3uhv02z37ptacul4		But of course, it's probably much smaller that the ones you're going to build.	Gérard		
tm_ajcvu5lqwmdcuvl2		Yes of course.	Isabelle		
tm_4y77ssqrh043d8us		So we're gonna have to train him with our teams.	Isabelle		
tm_sxxmwfl197bborey		I'll see if I can arrange this.	Isabelle		
tm_hjqz51xvu0hjtxl1		And maybe give him a handbook ?	Gérard		
tm_avjy3gzat3uioxak		So that he could read it before going to the training.	Gérard		
tm_kdzaqnnbw0kg799h		OK. I take note of that too.	Isabelle		
tm_y73ftscu4jq4agdx		Let's check the river to see where we could use your drones to exchange ?	Gérard		
tm_51ya6qk6k90p1q9w		That's a really good idea.	Isabelle		
tm_gvwufzpuj358dakj		Isabelle seems to agree with everything. Is this the right attitude ?	APPRENANT		
tm_mm2fl1v2gk4aw3od	She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village.	"She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. 

If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village."	APPRENANT		
tm_bofp76th7nkxfrez	All of that will be explained in the Project Management class of your first year.	All of that will be explained in the <b>Project Management</b> class of your first year.	APPRENANT		
tm_obvfzsdm6lh6h5zz	She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village.	"She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. 

If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village."	APPRENANT		
tm_3a1xzpt3vkbexohx		Here is the perfect spot. The river is a bit narrower than everywhere else, and there's already a pontoon to land your drone on the other side.	Gérard		
tm_3rwlx64jc3n6cidr		Ah, that's quite a thing to see.	Isabelle		
tm_3cad25a9dtcvuol2		I didn't imagine the river was that large, and thought the rapids were less powerful !	Isabelle		
tm_n4ny93aaoyf2aixs		Nature is wild here.	Gérard		
tm_lukusdpx8r9tp7k4		Sometimes, we can't even see the other bank because it gets quite foggy here.	Gérard		
tm_ulpbfv2fku7ra2ck		And that fog is almost unpredictable.	Gérard		
tm_yhr643wq29po8yr0			Gérard		
