FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_xub1i3hxo59prk48		Thinking about it, I don't recall seeing any tests on that subject either.	John		
tm_ptbx6ozwvg78vo28		Sorry, I don't understand...	John		
tm_49ivbqtf7yhkacz2		No...	John		
tm_dy2miye0ps6ss3ru		You did exceptionally well !	John		
tm_nq3cguq9oq7vgcrl		Looks like we just have two broken propellers.	John		
tm_xut0ybjzq3nqpby5		But we will have to investigate this problem.	John		
tm_98rou7cqf7wf5p2f		"Listen, that's simple :  go in the ""Edit"" menu."	John		
tm_wkq6wyc597plicyv		"There, you'll find the ""Preferences"" menu."	John		
tm_n1paohcxjfmhwqvh		"In that menu, there is a ""Display preferences"" menu."	John		
tm_9m7292tk5vowr1hd		"And in this last menu, you'll see ""Background map choice""."	John		
tm_ia2da10oh2wqm5jt	There I put all the maps of the diffrent regions, with a 1 to 25000 scale.	There I put all the maps of the diffrent regions, with a 1:25 000 scale.	John		
tm_8j8vyrghvsugfc8a		Well, I thought it might be interesting to give that choice to the user.	John		
tm_xesd6y45belwlppg		Yes, but we never know for sure...	John		
tm_2z0tryu1b41kroj0		Bye boss !	John		
tm_in114w4f4q0t24vb		I'm all ears.	John		
tm_x495y2g04361sr9q		I was said I might be useful to investigate the problem ?	John		
tm_cvzw8lukn5b4gkl8		Not that I remember...	John		
tm_11myi8k1a9thha9v		Wait ! In fact, yes...	John		
tm_6jkt3ernn2jdpymz		I received a weird email from a colleague, talking about a problem with my localization app.	John		
tm_hi0fakpi8ogw8nq9		It contained a weird attachment I couldn't charge or at least properly display when I opened it...	John		
tm_y4fasm04yq40wn43		But we have lots of time before we actually make these tests.	John		
tm_22bjh6te9yahxq4k		Maybe we should start developing these drones now ?	John		
tm_tszs045sh5d4d975		I refuse to spend more time of drafting more papers before that.	John		
tm_ngym24wzsapbfb20		Good grace, still more paper, won't it ever stop...	John		
					
