FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_tmdhtxwsrmotqqzv	A functionnal analysis isn't sufficient to build a complete set of requirements. For that, it's necessary to complete it by an analysis centered around the users who will ask some other functions an engineer maybe wouldn't think about during his analysis.	"A functionnal analysis isn't sufficient to build a complete set of requirements. 

For that, it's necessary to complete it by an analysis centered around the users who will ask some other functions an engineer maybe wouldn't think about during his analysis."	APPRENANT		
tm_nngs974loaodjz15		Will Nurumbé's communication need impact the specifications of the system ?	APPRENANT		
tm_jom1ylqs3hlkc31b	The consequences of some needs can have no technical impact. Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job.	"The consequences of some needs can have no technical impact.

Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job."	APPRENANT		
tm_092ltabxe3nn56b9	The consequences of some needs can have no technical impact. Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job.	"The consequences of some needs can have no technical impact.

Here, it's linked to the management of the service using the system. That service should also be described though. That's the role of the project leader, not the system engineer's job."	APPRENANT		
tm_gvwufzpuj358dakj		Isabelle seems to agree with everything. Is this the right attitude ?	APPRENANT		
tm_mm2fl1v2gk4aw3od	She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village.	"She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. 

If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village."	APPRENANT		
tm_bofp76th7nkxfrez	All of that will be explained in the Project Management class of your first year.	All of that will be explained in the <b>Project Management</b> class of your first year.	APPRENANT		
tm_obvfzsdm6lh6h5zz	She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village.	"She's not exactly saying yes to everything. She's rather in favor of propositions. Indeed, they don't seem exagerated and in every project, we need to manage every parties. 

If an essential party doesn't see an interest in investing themself, the project will be a lot harder to realize. In our case, Gérard's interest will be multiplied if he can please his nephew and use the system to trade with the neighboring village."	APPRENANT		
tm_psl20a5a5ii443vk	Why ask Marc to choose a technical solution? Isabelle is managing the budget, she can decide to buy a camera to answer that requirement !	"Why ask Marc to choose a technical solution? 
Isabelle is managing the budget, she can decide to buy a camera to answer that requirement !"	APPRENANT		
tm_9c1j8zy3k24tx37b	A project manager effectively manages the budget, and the time allotted to a project. But the quality and the technical contents must be discussed in the first place and mostly with the system enginner. The project manager's job is to identify the requirements. The technical engineer must find the technical solution.	"A project manager effectively manages the budget, and the time allotted to a project.

But the quality and the technical contents must be discussed in the first place and mostly with the system enginner.

The project manager's job is to identify the requirements. The technical engineer must find the technical solution."	APPRENANT		
tm_d07c0met12q8fubu	That will be developed in the first year's Requirements Engineering class.	That will be developed in the first year's <b>Requirements Engineering</b> class.	APPRENANT		
tm_vokj0adujcark7xm	A project manager effectively manages the budget, and the time allotted to a project. But the quality and the technical contents must be discussed in the first place and mostly with the system enginner. The project manager's job is to identify the requirements. The technical engineer must find the technical solution.	"A project manager effectively manages the budget, and the time allotted to a project.

But the quality and the technical contents must be discussed in the first place and mostly with the system enginner.

The project manager's job is to identify the requirements. The technical engineer must find the technical solution."	APPRENANT		
tm_n7a4i8f91fgp0iex	He asked John and Matilde to come help him in his first brainstorming.	He asked John and Mathilde to come help him in his first brainstorming.	APPRENANT		
tm_hcdjf7q4fuzk69b7		The start of a functionnal analysis of a system always starts by identifying its operationnal mission.	APPRENANT		
tm_9u116u4dngs3jfa8	Here Marc is touching an important point of functionnal analysis : Defining the limits of the system that we want to develop. Several considerations have to taken into account : costs, safety, competency, etc These latter will impact the functionnal limits of the sytem who will be smaller or bigger.	"Here Marc is touching an important point of functionnal analysis :

<b>Defining the limits of the system that we want to develop.</b>

Several considerations have to taken into account :
* <b>costs,</b>
* <b>safety</b>,
* <b>competency</b>,...

These latter will impact the functionnal limits of the sytem who will be smaller or bigger."	APPRENANT		
tm_4r6u9upgty9oekdb	In a functional analysis, the octopus diagram represents every main functions of the system and links to the actors involved. If a function only interacts with one actor, then it is a constraint function. Every functions are numbered. That's why Marc is giving them some numbers.	"In a functional analysis, the octopus diagram represents every main functions of the system and links to the actors involved.

If a function only interacts with one actor, then it is a constraint function. Every functions are numbered. That's why Marc is giving them some numbers."	APPRENANT		
tm_65w9du2puxscn5ey	Marc, John and Mathilde finished their functionnal analysis. Isabelle, who came back from her interviews, is creating the final requirements with Marc.	"Marc, John and Mathilde finished their functionnal analysis.

Isabelle, who came back from her interviews, is creating the final requirements with Marc."	APPRENANT		
tm_qgb2jl0bqla1pdx3		Marc just entered Isabelle's office.	APPRENANT		
tm_x4vm6k6qqw9kfwiv	Choose what Marc will say :	<b>Choose what Marc will say </b>:	APPRENANT		
tm_7mrka6wbjkm8hovo		"Safety studies are usefull, even if the system is not dangreous to its user, because they allow to predict the system's behaviour in critical situations.

They prevent risks to other humans, but they can also prevent material damage."	APPRENANT		
tm_4aupub9nmo5e9x33	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year Operational Safety classes.	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year <b>Operational Safety</b> classes.	APPRENANT		
tm_kp63l53mtfi31www	Safety studies are developped in the Risk Management Process in the INCOSE handbook.	"Safety studies are developped in the ""<b>System Safety Engineering</b>"" part of the INCOSE handbook."	APPRENANT		
tm_2beobrp4gyl0uxie		"The scene takes place during the first flight tests of the drone.

The drone is flying above the river. Suddenly, the wind picks up.

The pilot loses all control on the drone, who crashes in the river. It sinks after a few seconds."	APPRENANT		
tm_pxm57lyhbckokrd6		"Was this crash preventable ?

yes, if they had thought about the technical solutions that could be deployed to prevent or answer to the initial event.

In our case, the implementation of an efficient algorithm in the drone's controller (like a PID), would have allowed the drone to stay in the air, even with turbulences.

Or if they had build a floating structure on the drone, and equiped it with a GPS tracker, they could also just travel down the river and pick it up."	APPRENANT		
tm_yfc89bs8ozzgfe4d		"Safety studies are usefull, even if the system is not dangreous to humans, because they allow to predict the system's behaviour in critical situations.

They prevent risks to other humans, but they can also prevent material damage."	APPRENANT		
tm_8rnrp37x99tx5lby	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year Operational Safety classes.	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year <b>Operational Safety</b> classes.	APPRENANT		
tm_2kxh1pzk6gegke5n		Marc and his team have resumed their brainstorming.	APPRENANT		
tm_g1qx8ytrtb7qqxnl		Marc and Isabelle meet around a good cup of coffee.	APPRENANT		
tm_j5xsxsfasi1q3bxa	Choose what Isabelle will say :	<b>Choose what Isabelle will say</b> :	APPRENANT		
tm_i7n7t7a2vjsje9l6		"As told in the beginning, Ramatowa is often in conflict with a neighbouring village.

One of the inhabitants of this village heard about the drone project, asked a few questins about the communications with the remote, bought th esame model.

He got on the river banks during the tests, and took control of the drone. He picks it up, and runs away."	APPRENANT		
tm_rw9kc9ftq9rwiy2m		What is the goal of eco-conception studies ?	APPRENANT		
tm_1fdhxmw4lzwqq88y	"Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made. All three can potentially have huge impacts on the development of a system. 
In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan."	"Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made.

All three can potentially have huge impacts on the development of a system. 

In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan."	APPRENANT		
tm_0o6rty3rphnmxjl3	You will see these aspects if you choose the easy option of the seeta major.	You will see these aspects if you choose the <b>ISI</b> option of the <b>SITA major</b>.	APPRENANT		
tm_z18b13gs55uehev6	Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made. All three can potentially have huge impacts on the development of a system. In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan.	"Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made.

All three can potentially have huge impacts on the development of a system. 

In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan."	APPRENANT		
tm_9r9vhoom5t0o8tfs		Is Marc right to send John to Marjorie before even having discussed the technical feasibility ?	APPRENANT		
tm_ce6b4a95uvwc1tln	It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings. You just need your concept : to be a legal invention. For example, animal or plant species obtained by specific breeding can't be patented. to be new. to have an industrial application. to be inventive. It shouldn't be seen as obvious by other workers in the field.	"It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings.

You just need your concept :

_ to be a <b>legal invention<b>. For example, animal or plant species obtained by specific breeding can't be patented.
_ to be <b>new</b>
_ to have an <b>industrial application</b>
_ to be <b>inventive</b>. It shouldn't be seen as obvious by other workers in the field."	APPRENANT		
tm_c1btadwxoh9oyf2y	These aspects will be taught in the second year Intellectual Property classes.	These aspects will be taught in the second year <b>Intellectual Property</b> classes.	APPRENANT		
tm_19xvuxmbggwiac7h	It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings. You just need your concept : to be a legal invention. For example, animal or plant species obtained by specific breeding can't be patented. to be new. to have an industrial application. to be inventive. It shouldn't be seen as obvious by other workers in the field.	"It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings.

You just need your concept :

_ to be a <b>legal invention<b>. For example, animal or plant species obtained by specific breeding can't be patented.
_ to be <b>new</b>
_ to have an <b>industrial application</b>
_ to be <b>inventive</b>. It shouldn't be seen as obvious by other workers in the field."	APPRENANT		
tm_0ywxu6b8tjuzxzua		John has described his invention to Marjorie. They are discussing it.	APPRENANT		
tm_fre1arkm3hcig1p1		A long discussion about patent details later...	APPRENANT		
tm_pteqwvt4twpnd4is	Here, Hubert introduces the meeting formally. He first describes the meeting's goal, then describes the different points that will be discussed. Sometimes, introducing evryone is usefull, but in this particular case, evryone already knows each other.	"Here, Hubert introduces the meeting formally. 

He first describes the meeting's goal, then describes the different points that will be discussed.

Sometimes, introducing evryone is usefull, but in this particular case, evryone already knows each other."	APPRENANT		
tm_rxk5i13yrtyqjqr4		You will see this in the meeting management class of the second year International Week	APPRENANT		
tm_rjgaztfw9w6rg7v1	Here, Marc acts as an exemplary system engineer. He showcases functionnalities, then challenges their significance and their priorities with regards to the strategical decsion of the Direction.	"Here, Marc acts as an exemplary system engineer.

He showcases functionnalities, then challenges their significance and their priorities with regards to the strategical decsion of the Direction."	APPRENANT		
tm_yo5z7mj9v1v26dbs		Choose Hubert's answer :	APPRENANT		
tm_myaz42p24fyxrubv		"This agreement on the planification, and budget between Marc and Isabelle is very important.

It is essential that the project leader, and the system engineer share the same vision of the project's complexity, and of the associated budget.

Close coordination beween these two is therefore essential."	APPRENANT		
tm_gti0ojt7axf9kpps	How to manage risks is taught in the Risk Management Process of the INCOSE handbook.	"How to manage risks is taught in the ""<b>Risk Management Process</b>"" of the INCOSE handbook."	APPRENANT		
tm_65s2gzvvhyzgqqxg		"In most projects, training to use the new system is of paramount importance.

It is sadly often overlooked or forgotten..."	APPRENANT		
tm_3dzscdv8uw8cdalf		Why is SCRUM better than the V-Model ?	APPRENANT		
tm_gfr685ekc21au4en		"In the first answer, indeed the development is more flexible, and the formalism on documents is lower. On the other hand, the SCRUM method is very strict, and follows a number of mandatory steps.

The second and third answers match the principal benefits of this method."	APPRENANT		
tm_um6b57qhd2gxl5ic	The choice of a development method will be taught in the Agile Method Development of the SITA major's second year.	The choice of a development method will be taught in the <b>Agile Method Development</b> of the SITA major's second year.	APPRENANT		
tm_p23vqktotj2yk2ey	"In the Agile Method, the requirement sheet is called ""Backlog"". It consists of several User Stories, who represent the expected functionalities in the SCRUM formalism."	"In the Agile Method, the requirement sheet is called ""<b>Backlog</b>"".

It consists of several ""<b>User Stories</b>"", who represent the expected functionalities in the SCRUM formalism."	APPRENANT		
tm_8ljmoldeber4zd3p		Using the SCRUM method doesn't mean we stop project planning, and risk prevision.	APPRENANT		
tm_k0ls4c9u2gb5bpk4		That's it. The requirements are finalized. All lights are green.	APPRENANT		
tm_u7saujboa1pcygq7		Can we develop now ?	APPRENANT		
tm_2mxdwv4jo6ab23xa		We now have to go through the functional architecture of the drone.	APPRENANT		
tm_om56up98at4u551t	This step will be seen in your third year, in the Functionnal Conception classes.	This step will be seen in your third year, in the <b>Functionnal Conception</b> classes.	APPRENANT		
tm_zpi8als3xaa23zvj	This step is normalized in the following INCOSE process : Architecture Definition Process.	"This step is normalized in the following INCOSE process : ""<b>Architecture Definition Process</b>""."	APPRENANT		
tm_ytbg5hl47ld8qy4o		We indeed must conceive the functionnal architecture of the drone.	APPRENANT		
tm_ubbalnzeyde973uu		"Work goes on like this, with John and Mathilde discussing with Marc.

Two hours later, the meeting is about to end. On the board is projected the finalized functionnal schematic."	APPRENANT		
tm_6xopz3o3khshkxyv		Can John start programming now ?	APPRENANT		
tm_yymo88pyyf1hely7		No, we still have the material architecture of the drone to do.	APPRENANT		
tm_ek5qw3t9ogk0egdn	That will be explained in the third year Functionnal Conception classes.	"That will be explained in the third year ""<b>Functionnal Conception</b>"" classes."	APPRENANT		
tm_t1yt3fwwmnqn4keg	This step is detailed in the following INCOSE process : Design definition process.	"This step is detailed in the following INCOSE process : ""<b>Design Definition Process</b>""."	APPRENANT		
tm_tyr1j2mh6zickt08		Indeed, we still have the material architecture of the drone to do.	APPRENANT		
tm_8kd4p31yzsw5hsj4		"You can see here that several material architectures can answer the same functions.

In some mre complex cases, the number of possible architectures could be huge. 

The system's engineer must use his knowledge, and some methods to choose the one that will answer to the need the best way possible."	APPRENANT		
tm_omb0rwsmmkgqu4f8		Will John fianlly be able to start programming now ?	APPRENANT		
tm_9rqtralzrihcfjz0		Not quite... There's still a step before poor John is allowed to program : realize the software conception of the system.	APPRENANT		
tm_58gmruuzavhcdxzf	This step would correspond to the Software Development Process of the INCOSE standard.	"This step would correspond to the ""<b>Software Development Process</b>"" of the INCOSE standard."	APPRENANT		
tm_6pr6d1yk5t4ry0qv		"This step will be explained during the ""Object Oriented Conception"" classes you will follow in the 8th semester of the SITA major."	APPRENANT		
tm_hqj0coltiibx47tf		John will again have to wait for another step : realize the softaware conception of the system.	APPRENANT		
tm_wijvfrkak2smyi9p		Marc came back from Nairobi.	APPRENANT		
tm_gmfyg3bc06gut18i		"You will see that in more details in the ""Object Oriented Conception"" classes of the SITA major."	APPRENANT		
tm_83klv1o240bohm76		Object Oriented Programmation is first seen in the Python class of you first year.	APPRENANT		
tm_7mv0rxx6jeoqufkg	It is developped further in the Object Oriented Programmation of the SITA major's second year.	It is developped further in the <b>Object Oriented Programmation</b> of the SITA major's second year.	APPRENANT		
tm_65547vjkm4qp2w29		Marc came to ask John about his localization app	APPRENANT		
tm_daievuisfticn86e		Is John right to not spend much time on the conception, knowing that the app seems really simple ?	APPRENANT		
tm_xatvz4xvbq1vwmd0	No, John is wrong. Especially because in this case, human-machine interactions will play a large role. The user should be involved there, and HMI conception is the object of some entire education cycles. The most important point are : Involving the users from the start, Prototype, evolve versions or jettison them until the user is satisfied. Only then, you can start the object oriented conception and programming.	"No, John is wrong.

Especially because in this case, human-machine interactions will play a large role.

The user should be involved there, and HMI conception is the object of some entire education cycles.

The most important point are :

_ Involving the users from the start;

_Prototype, evolve versions or jettison them until the user is satisfied.

Only then, you can start the object oriented conception and programming."	APPRENANT		
tm_bwr50gp7r3ma9o8y	In the IENAC training, it is taught in the HMI Conception classes in the second year.	"In the IENAC training, it is taught in the ""<b>HMI Conception</b>"" classes in the second year."	APPRENANT		
tm_7ao8xpp54c11aywt	In the INCOSE handbook, it is referenced in the 9-6 chapter : Interface management.	"In the INCOSE handbook, it is referenced in the 9-6 chapter : ""<b>Interface management</b>""."	APPRENANT		
tm_frmxwhhvzdij290n	You're right, John is wrong. Especially because in this case, human-machine interactions will play a large role. The user should be involved there, and HMI conception is the object of some entire education cycles. The most important point are : Involving the users from the start, and Prototype, evolve versions or jettison them until the user is satisfied. Only then, you can start the object oriented conception and programming.	"You're right, John is wrong.

Especially because in this case, human-machine interactions will play a large role.

The user should be involved there, and HMI conception is the object of some entire education cycles.

The most important point are :

_ Involving the users from the start;

_Prototype, evolve versions or jettison them until the user is satisfied.

Only then, you can start the object oriented conception and programming."	APPRENANT		
tm_5eym9mnlb0ulggsj		Émilie is standing in front of the drone	APPRENANT		
tm_z4zu3rixu8vzp9si		"Émilie pushes on the gas command. The rotors start spinning.

The drone starts to take off, but takes some list. Émilie tries to counter it. The drone stabilizes, resumes its ascent for three feets, then becomes unstable again. 

Émilie tries a last ditch effort to save the situation, but the drone capsizes, and crashes on the ground, with one broken rotor and a smoking motor."	APPRENANT		
tm_se8na2xk7qgkqqdp		A few minutes later, Marc comes back	APPRENANT		
tm_o4rem6q6oqr33ueg	"What happened ? The internal function ""<b>Distribute power to all the subsystems</b>"" was only partially realized. It was forgotten about for the satabilization subsystem. So the inertial unit power connection wasn't checked, and it was never activated. With no way to know its position, the drone crashed."	"What happened ?

The internal function ""<b>Distribute power to all the subsystems</b>"" was only partially realized. 

It was forgotten about for the satabilization subsystem. So the inertial unit power connection wasn't checked, and it was never activated.

With no way to know its position, the drone crashed."	APPRENANT		
tm_cz3fhefe04zsxbul		"It's a really foggy day.

Émilie, the drone's pilot, is trying use the video feed as the drone crosses the river.

It is soon near the other bank, but Émilie can not see the landing target."	APPRENANT		
tm_lowpkuq6b28gx0mp		"Suddenly, the drone sweeps in above their heads.

Émilie tries a maneuver, but the drone is too low, crashes on the ground before overturning himself, breaking two rotors."	APPRENANT		
tm_bv47j05lgewnh9tm		"After a short review, the problem was found : 

Because they forgot to make a complete material architecture before hand, the team forgot that the FC8 function (""<b>Show the GPS position to the pilot</b>"") wasn't properly divided. 

As a result, the GPS position message emission was forgotten about, and never developed. 

John was only tasked with the reception of that signal, which is the only part of that system who was developed."	APPRENANT		
tm_euis4c8ae1o1rqam		One hour later	APPRENANT		
tm_hdotf0mswavla65s		"By overlooking the software conception step, Jacques made his program very difficult to maintain. 

He should have anticipated possible changes in the algorithm, and made sure that his code was in a method of an object to make a chang more easy."	APPRENANT		
tm_7i04b7w2yyaee3k4		Émilie and Édouard came with Marc to do some outdoor tests with the drone.	APPRENANT		
